,Name,Repository URL,Release Name,Release URL
218,react-dom,https://github.com/facebook/react,v16.12.0,https://github.com/facebook/react/releases/tag/v16.12.0
219,react-dom,https://github.com/facebook/react,v16.11.0,https://github.com/facebook/react/releases/tag/v16.11.0
220,react-dom,https://github.com/facebook/react,v16.10.2,https://github.com/facebook/react/releases/tag/v16.10.2
221,react-dom,https://github.com/facebook/react,v16.10.1,https://github.com/facebook/react/releases/tag/v16.10.1
222,react-dom,https://github.com/facebook/react,v16.10.0,https://github.com/facebook/react/releases/tag/v16.10.0
223,react-dom,https://github.com/facebook/react,v16.9.0,https://github.com/facebook/react/releases/tag/v16.9.0
224,react-dom,https://github.com/facebook/react,v16.9.0-rc.0,https://github.com/facebook/react/releases/tag/v16.9.0-rc.0
225,react-dom,https://github.com/facebook/react,v16.9.0-alpha.0,https://github.com/facebook/react/releases/tag/v16.9.0-alpha.0
226,react-dom,https://github.com/facebook/react,v16.8.6,https://github.com/facebook/react/releases/tag/v16.8.6
227,react-dom,https://github.com/facebook/react,v16.8.5,https://github.com/facebook/react/releases/tag/v16.8.5
228,react-dom,https://github.com/facebook/react,v16.8.4,https://github.com/facebook/react/releases/tag/v16.8.4
229,react-dom,https://github.com/facebook/react,v16.8.3,https://github.com/facebook/react/releases/tag/v16.8.3
230,react-dom,https://github.com/facebook/react,v16.8.2,https://github.com/facebook/react/releases/tag/v16.8.2
231,react-dom,https://github.com/facebook/react,v16.8.1,https://github.com/facebook/react/releases/tag/v16.8.1
232,react-dom,https://github.com/facebook/react,v16.8.0,https://github.com/facebook/react/releases/tag/v16.8.0
233,react-dom,https://github.com/facebook/react,v16.7.0,https://github.com/facebook/react/releases/tag/v16.7.0
234,react-dom,https://github.com/facebook/react,v16.6.3,https://github.com/facebook/react/releases/tag/v16.6.3
235,react-dom,https://github.com/facebook/react,v16.6.1,https://github.com/facebook/react/releases/tag/v16.6.1
